1986,198607A-8V1Oproxi,11.06.86,Germany,Hessen,"Taunus, Hunoldstal","50,2833333333","8,45",394,fragilis,Linnaeus 1753,Pontania,proxima,Pontania proxima,Oproxi,(Serville 1823),RK3,Leaf blade bean gall,344,16,328,302,26,"0,9207317073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,12,,273,
1986,198609A-N1Otrian,24.06.86,Germany,Hessen,"Limeshain, Rommelhausen","50,2333333333","8,9666666667",155,triandra,Linnaeus 1753,Pontania,triandrae,Pontania triandrae,Otrian,Benson 1941,RK3,Leaf blade bean gall,80,7,73,51,22,"0,698630137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,
1986,198610A-D1Opedun,24.06.86,Germany,Hessen,"Vogelsberg, Hoherodskopf","50,5","9,2",680,cinerea,Linnaeus 1753,Pontania,pedunculi,Pontania pedunculi,Opedun,(Hartig 1837),RK4,Leaf midrib pea gall,59,0,59,8,51,"0,1355932203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,
1986,198610F1-V1Obridg,24.06.86,Germany,Hessen,"Vogelsberg, Hoherodskopf","50,5","9,2",680,cinerea,Linnaeus 1753,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,34,0,34,10,24,"0,2941176471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,
1986,198611A-V1Oproxi,25.06.86,Germany,Hessen,"Taunus, Hunoldstal","50,2833333333","8,45",394,fragilis,Linnaeus 1753,Pontania,proxima,Pontania proxima,Oproxi,(Serville 1823),RK3,Leaf blade bean gall,270,4,266,238,28,"0,8947368421",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,160,
1986,198612A-T1Obridg,24.06.86,Germany,Hessen,"Vogelsberg, Hoherodskopf","50,5","9,2",680,cinerea,Linnaeus 1753,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,91,0,91,30,61,"0,3296703297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,10,,2,
1986,198613A-14RObridg,24.06.86,Germany,Hessen,"Vogelsberg, Hoherodskopf","50,5","9,2",680,caprea,Linnaeus 1753,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,132,0,132,89,43,"0,6742424242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,17,,1,
1986,198614A1-15G1Obridg,25.06.86,Germany,Hessen,"Taunus, Usingen","50,35","8,5666666667",301,caprea,Linnaeus 1753,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,110,0,110,84,26,"0,7636363636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,15,,50,
1986,198615I1-S1Ogalla,25.06.86,Germany,Hessen,"Taunus, Usingen","50,35","8,5666666667",301,caprea,Linnaeus 1753,Pontania,gallarum,Pontania gallarum,Ogalla,(Hartig 1837),RK4,Leaf midrib pea gall,22,0,22,4,18,"0,1818181818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1986,198616A-V1Oproxi,25.06.86,Germany,Hessen,"Taunus, Usingen","50,35","8,5666666667",301,fragilis,Linnaeus 1753,Pontania,proxima,Pontania proxima,Oproxi,(Serville 1823),RK3,Leaf blade bean gall,168,9,159,92,67,"0,5786163522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,
1986,198617A-V1Hleuco,01.07.86,Germany,Hessen,"Vogelsberg, Hoherodskopf","50,5","9,2",680,caprea,Linnaeus 1753,Phyllocolpa,leucosticta,Phyllocolpa leucosticta,Hleuco,(Hartig 1837),Blattfalte einfach,Leaf fold,26,6,20,2,18,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,198626A-V1Opedun,15.07.86,Germany,Schleswig-Holstein,"Kiel, Langsee","54,3","10,15",27,cinerea,Linnaeus 1753,Pontania,pedunculi,Pontania pedunculi,Opedun,(Hartig 1837),RK4,Leaf midrib pea gall,144,0,144,57,87,"0,3958333333",,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,
1986,198629A-OOpedun,15.07.86,Germany,Schleswig-Holstein,"Kiel, Langsee","54,3","10,15",27,cinerea,Linnaeus 1753,Pontania,pedunculi,Pontania pedunculi,Opedun,(Hartig 1837),RK4,Leaf midrib pea gall,46,0,46,32,14,"0,6956521739",,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
1986,198629G1-V1Oadaph,15.07.86,Germany,Schleswig-Holstein,"Preetz, Postsee","54,2166666667","10,2333333333",19,daphnoides,Villars 1789,Pontania,acutifoliae daphnoides,Pontania acutifoliae daphnoides,Oadaph,Zinovjev 1993,RK4,Leaf midrib pea gall,60,2,58,21,37,"0,3620689655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
1986,198629Q-E1Obridg,15.07.86,Germany,Schleswig-Holstein,"Kiel, Langsee","54,3","10,15",27,cinerea,Linnaeus 1753,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,45,6,39,31,8,"0,7948717949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,13,,1,
1986,198630A1-V1Oproxi,16.07.86,Germany,Schleswig-Holstein,Howacht 1,"54,3","10,6833333333",5,fragilis,Linnaeus 1753,Pontania,proxima,Pontania proxima,Oproxi,(Serville 1823),RK3,Leaf blade bean gall,68,2,66,65,1,"0,9848484848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,37,
1986,198630A-ZOpedun,15.07.86,Germany,Schleswig-Holstein,"Preetz, Postsee","54,2166666667","10,2333333333",19,cinerea,Linnaeus 1753,Pontania,pedunculi,Pontania pedunculi,Opedun,(Hartig 1837),RK4,Leaf midrib pea gall,78,0,78,44,34,"0,5641025641",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,6,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
1986,198632A-V1Oproxi,16.07.86,Germany,Schleswig-Holstein,Howacht 3,"54,3","10,8166666667",2,alba,Linnaeus 1753,Pontania,proxima,Pontania proxima,Oproxi,(Serville 1823),RK3,Leaf blade bean gall,192,11,181,127,54,"0,7016574586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,22,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,3,,,,,62,,,
1986,198633A-V1Ovimin,17.07.86,Germany,Schleswig-Holstein,"Kiel, Dietrichsdorf","54,3333333333","10,1833333333",34,purpurea,Linnaeus 1753,Pontania,viminalis,Pontania viminalis,Ovimin,(Linnaeus 1758),RK4,Leaf midrib pea gall,168,0,168,73,95,"0,4345238095",,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,37,,,
1986,198634A-F1Opedun,17.07.86,Germany,Schleswig-Holstein,"Kiel, Dietrichsdorf","54,3333333333","10,1833333333",34,cinerea,Linnaeus 1753,Pontania,pedunculi,Pontania pedunculi,Opedun,(Hartig 1837),RK4,Leaf midrib pea gall,126,4,122,58,64,"0,4754098361",,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,16,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,2,
2002,200204A1-5GOproxi,07.10.02,Germany,Baden-Württemberg,Hartheim,"47,9333333333","7,5833333333",199,alba,Linnaeus 1753,Pontania,proxima,Pontania proxima,Oproxi,(Serville 1823),RK3,Leaf blade bean gall,144,3,141,64,77,"0,4539007092",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,36,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,
2002,200204A-ZOaacut,02.10.02,Luxembourg,Luxembourg,Luxembourg,"49,6","6,1166666667",312,acutifolia,Willd. 1806,Pontania,acutifoliae acutifoliae,Pontania acutifoliae acutifoliae,Oaacut,Zinovjev 1985,RK4,Leaf midrib pea gall,58,6,52,12,40,"0,2307692308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,200205I-WOproxi,07.10.02,Germany,Baden-Württemberg,Hartheim,"47,9333333333","7,5833333333",199,alba,Linnaeus 1753,Pontania,proxima,Pontania proxima,Oproxi,(Serville 1823),RK3,Leaf blade bean gall,63,2,61,28,33,"0,4590163934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
2002,200269HEatraa,04.04.03,Austria,Niederösterreich,Gmünd,"48,5666666667","14,9833333333",490,rubens,Hybrid,Euura,atra,Euura atra,Eatraa,(Jurine 1807),Sproß,Shoot gall,7,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ01Hangli,16.06.02,Germany,Hessen,Kilianstätten,"50,1833333333","8,8333333333",112,viminalis,Linnaeus 1753,Phyllocolpa,anglica,Phyllocolpa anglica,Hangli,(Cameron 1877),Blattrolle einfach,Leaf roll,193,9,184,0,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ02Hangli,29.06.02,Germany,Schleswig-Holstein,"Kiel, Dietrichsdorf","54,3333333333","10,1833333333",34,viminalis,Linnaeus 1753,Phyllocolpa,anglica,Phyllocolpa anglica,Hangli,(Cameron 1877),Blattrolle einfach,Leaf roll,218,17,201,6,195,"0,0298507463",,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ03Hleuca,29.06.02,Germany,Schleswig-Holstein,"Kiel, Dietrichsdorf","54,3333333333","10,1833333333",34,cinerea,Linnaeus 1753,Phyllocolpa,leucapsis,Phyllocolpa leucapsis,Hleuca,(Tischbein 1846),Blattrolle verdrillt,Leaf roll,81,10,71,8,63,"0,1126760563",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2002,2002SZ04Hpolit,07.08.02,Austria,Tirol,"Defereggental, Erlsbach","46,9","12,2833333333",1471,purpurea,Linnaeus 1753,Phyllocolpa,polita,Phyllocolpa polita,Hpolit,(Zaddach 1883),Blattfalte einfach,Leaf fold,134,19,115,3,112,"0,0260869565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ05Hpurpu,07.08.02,Austria,Tirol,"Defereggental, Erlsbach","46,9","12,2833333333",1471,purpurea,Linnaeus 1753,Phyllocolpa,purpureae,Phyllocolpa purpureae,Hpurpu,(Cameron 1884),Blattrolle schraubig,Leaf roll,9,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ06Hpolit,07.08.02,Austria,Tirol,"Defereggental, Erlsbach","46,9","12,2833333333",1471,purpurea,Linnaeus 1753,Phyllocolpa,polita,Phyllocolpa polita,Hpolit,(Zaddach 1883),Blattfalte einfach,Leaf fold,206,63,143,0,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ07Hspira,07.08.02,Austria,Tirol,"Defereggental, Erlsbach","46,9","12,2833333333",1471,appendiculata,Villars 1789,Phyllocolpa,spirappendiculata,Phyllocolpa spirappendiculata,Hspira,Kopelke 2007,Blattrolle verdrillt,Leaf roll,48,0,48,4,44,"0,0833333333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2002,2002SZ08Hpurpu,07.08.02,Austria,Tirol,"Defereggental, St. Jakob, Trojer Alm","46,9166666667","12,3166666667",1594,purpurea,Linnaeus 1753,Phyllocolpa,purpureae,Phyllocolpa purpureae,Hpurpu,(Cameron 1884),Blattrolle schraubig,Leaf roll,52,28,24,8,16,"0,3333333333",,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ09Hplicd,07.08.02,Austria,Tirol,"Defereggental, Erlsbach","46,9","12,2833333333",1471,daphnoides,Villars 1789,Phyllocolpa,plicadaphnoides,Phyllocolpa plicadaphnoides,Hplicd,Kopelke 2007,Blattfalte einfach,Leaf fold,86,26,60,2,58,"0,0333333333",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ10Hpolit,07.08.02,Austria,Tirol,"Defereggental, St. Jakob, Trojer Alm","46,9166666667","12,3166666667",1594,purpurea,Linnaeus 1753,Phyllocolpa,polita,Phyllocolpa polita,Hpolit,(Zaddach 1883),Blattfalte einfach,Leaf fold,107,50,57,2,55,"0,0350877193",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ11Hplicd,08.08.02,Austria,Salzburg,Obertauern I,"47,2333333333","13,5166666667",1648,daphnoides,Villars 1789,Phyllocolpa,plicadaphnoides,Phyllocolpa plicadaphnoides,Hplicd,Kopelke 2007,Blattfalte einfach,Leaf fold,396,44,352,4,348,"0,0113636364",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ12Hspira,07.08.02,Austria,Tirol,"Defereggental, St. Jakob, Trojer Alm","46,9166666667","12,3166666667",1594,appendiculata,Villars 1789,Phyllocolpa,spirappendiculata,Phyllocolpa spirappendiculata,Hspira,Kopelke 2007,Blattrolle verdrillt,Leaf roll,77,47,30,7,23,"0,2333333333",,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ13Hspira,07.08.02,Austria,Tirol,"Defereggental, Oberhausalpe","46,9333333333","12,2166666667",1786,appendiculata,Villars 1789,Phyllocolpa,spirappendiculata,Phyllocolpa spirappendiculata,Hspira,Kopelke 2007,Blattrolle verdrillt,Leaf roll,73,8,65,1,64,"0,0153846154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ14Hplicd,07.08.02,Austria,Tirol,"Defereggental, Erlsbach","46,9","12,2833333333",1471,daphnoides,Villars 1789,Phyllocolpa,plicadaphnoides,Phyllocolpa plicadaphnoides,Hplicd,Kopelke 2007,Blattfalte einfach,Leaf fold,503,91,412,3,409,"0,0072815534",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ15Hpscho,07.08.02,Austria,Tirol,"Defereggental, St. Jakob, Trojer Alm","46,9166666667","12,3166666667",1594,appendiculata,Villars 1789,Phyllocolpa,pschornwalcheri,Phyllocolpa pschornwalcheri,Hpscho,Kopelke 2007,Blattfalte einfach,Leaf fold,9,5,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ16Hspira,06.08.02,Austria,Tirol,"Hohe Tauern, Kals",47,"12,6333333333",1340,appendiculata,Villars 1789,Phyllocolpa,spirappendiculata,Phyllocolpa spirappendiculata,Hspira,Kopelke 2007,Blattrolle verdrillt,Leaf roll,22,13,9,1,8,"0,1111111111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ17Hspira,07.08.02,Austria,Tirol,"Defereggental, Erlsbach","46,9","12,2833333333",1471,appendiculata,Villars 1789,Phyllocolpa,spirappendiculata,Phyllocolpa spirappendiculata,Hspira,Kopelke 2007,Blattrolle verdrillt,Leaf roll,69,38,31,14,17,"0,4516129032",,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ18Hspira,07.08.02,Austria,Tirol,"Defereggental, Stalleralm","46,8833333333","12,2166666667",1868,appendiculata,Villars 1789,Phyllocolpa,spirappendiculata,Phyllocolpa spirappendiculata,Hspira,Kopelke 2007,Blattrolle verdrillt,Leaf roll,80,43,37,3,34,"0,0810810811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ19Hischn,07.08.02,Austria,Tirol,"Defereggental, Erlsbach","46,9","12,2833333333",1471,myrsinifolia,Salisbury 1796,Phyllocolpa,ischnocera,Phyllocolpa ischnocera,Hischn,(Thomson 1862),Blattfalte einfach,Leaf fold,10,4,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2002SZ20Hischn,08.08.02,Austria,Salzburg,Obertauern I,"47,2333333333","13,5166666667",1648,mielichhoferi,Sauter 1849,Phyllocolpa,ischnocera,Phyllocolpa ischnocera,Hischn,(Thomson 1862),Blattfalte einfach,Leaf fold,48,9,39,1,38,"0,0256410256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2003,200301A-D1Oproxi,31.07.03,Austria,Salzburg,Weißenbach,"48,8833333333","15,1833333333",581,alba,Linnaeus 1753,Pontania,proxima,Pontania proxima,Oproxi,(Serville 1823),RK3,Leaf blade bean gall,128,14,114,38,76,"0,3333333333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
2003,200301F1-2COvaria,29.07.03,Austria,Salzburg,"Ramsau, Silberklamm","47,4166666667","13,65",1141,myrsinifolia,Salisbury 1796,Pontania,varia,Pontania varia,Ovaria,Kopelke 1991,RK4,Leaf midrib pea gall,81,5,76,36,40,"0,4736842105",,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,200302A1-K1Okriec,29.07.03,Austria,Salzburg,"Ramsau, Silberklamm","47,4166666667","13,65",1141,elaeagnos,Scop. 1772,Pontania,kriechbaumeri,Pontania kriechbaumeri,Okriec,Konow 1901,RK4,Leaf midrib pea gall,46,2,44,30,14,"0,6818181818",,,,,,,,,,,,,,,,,,,,,,14,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,
2003,200302E-XOvaria,01.08.03,Austria,Salzburg,Obertauern I,"47,2333333333","13,5166666667",1648,mielichhoferi,Sauter 1849,Pontania,varia,Pontania varia,Ovaria,Kopelke 1991,RK4,Leaf midrib pea gall,80,1,79,73,6,"0,9240506329",,,,,,,,,,,,,,,,,,,,,,43,,,,,13,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,200303A-N1Onigri,01.08.03,Austria,Salzburg,Obertauern I,"47,2333333333","13,5166666667",1648,mielichhoferi,Sauter 1849,Pontania,nigricantis,Pontania nigricantis,Onigri,Kopelke 1986,RK1,Leaf blade sausage gall,155,1,154,86,68,"0,5584415584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
2003,200303P1-V1Onigri,01.08.03,Austria,Salzburg,"Schönfeld, Dr. Josef Mehrlhütte","46,9666666667","13,7666666667",1720,mielichhoferi,Sauter 1849,Pontania,nigricantis,Pontania nigricantis,Onigri,Kopelke 1986,RK1,Leaf blade sausage gall,52,3,49,29,20,"0,5918367347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,
